#Freeway,Station,Lanetype,Absolute_Postmile,Lanes,Direction,District,Name,California_Postmile,Latitude,Longitude
I5-S,1213706,HOV,87.995,1,d,12,CERVANTES,15.8,33.588522,-117.671829
I5-S,1213699,ML,87.995,4,d,12,CERVANTES,15.8,33.588522,-117.671829
I5-N,1213708,HOV,88.058,1,a,12,CERVANTES,15.8,33.588603,-117.671484
I5-N,1213700,ML,88.058,4,a,12,CERVANTES,15.8,33.588603,-117.671484
I5-S,1211182,HOV,88.495,1,d,12,LA PAZ 1,16.3,33.595354,-117.673779
I5-S,1204538,ML,88.495,4,d,12,LA PAZ 1,16.3,33.595354,-117.673779
I5-S,1211177,HOV,88.695,1,d,12,LA PAZ 2,16.5,33.597607,-117.67615
I5-S,1204552,ML,88.695,4,d,12,LA PAZ 2,16.5,33.597607,-117.67615
I5-N,1210085,HOV,88.768,1,a,12,LA PAZ 1,16.51,33.597861,-117.676059
I5-N,1204546,ML,88.768,4,a,12,LA PAZ 1,16.51,33.597861,-117.676059
I5-N,1210087,HOV,88.948,1,a,12,LA PAZ 2,16.69,33.599252,-117.678685
I5-N,1204559,ML,88.948,4,a,12,LA PAZ 2,16.69,33.599252,-117.678685
I5-S,1210368,HOV,89.455,1,d,12,ALICIA 1,17.26,33.602645,-117.687691
I5-S,1204565,ML,89.455,5,d,12,ALICIA 1,17.26,33.602645,-117.687691
I5-S,1211183,HOV,89.685,1,d,12,ALICIA 2,17.49,33.604617,-117.69087
I5-S,1204577,ML,89.685,4,d,12,ALICIA 2,17.49,33.604617,-117.69087
I5-N,1210089,HOV,89.688,1,a,12,ALICIA 1,17.43,33.604242,-117.68984
I5-N,1204571,ML,89.688,5,a,12,ALICIA 1,17.43,33.604242,-117.68984
I5-N,1204591,HOV,89.888,1,a,12,ALICIA 2,17.63,33.606025,-117.692734
I5-N,1204586,ML,89.888,6,a,12,ALICIA 2,17.63,33.606025,-117.692734
I5-S,1213526,HOV,90.365,1,d,12,ANKERTON,18.17,33.609505,-117.700998
I5-S,1213528,ML,90.365,6,d,12,ANKERTON,18.17,33.609505,-117.700998
I5-N,1213525,HOV,90.428,1,a,12,ANKERTON,18.17,33.60972,-117.70083
I5-N,1213527,ML,90.428,6,a,12,ANKERTON,18.17,33.60972,-117.70083
I5-N,1210103,HOV,90.868,1,a,12,EL TORO 1,18.61,33.613883,-117.706467
I5-N,1204615,ML,90.868,5,a,12,EL TORO 1,18.61,33.613883,-117.706467
I5-S,1210322,HOV,90.895,2,d,12,EL TORO 2,18.7,33.614654,-117.707825
I5-S,1204621,ML,90.895,5,d,12,EL TORO 2,18.7,33.614654,-117.707825
I5-N,1210106,HOV,91.078,2,a,12,EL TORO 2,18.82,33.616112,-117.70901
I5-N,1204632,ML,91.078,5,a,12,EL TORO 2,18.82,33.616112,-117.70901
I5-S,1210121,HOV,91.525,2,d,12,RED ROBIN,19.33,33.621819,-117.714838
I5-S,1204643,ML,91.525,6,d,12,RED ROBIN,19.33,33.621819,-117.714838
I5-N,1210115,HOV,91.588,2,a,12,RED ROBIN,19.33,33.621929,-117.714379
I5-N,1204638,ML,91.588,6,a,12,RED ROBIN,19.33,33.621929,-117.714379
I5-S,1210305,HOV,91.995,2,d,12,LAKE FOR1,19.8,33.627286,-117.719875
I5-S,1204650,ML,91.995,6,d,12,LAKE FOR1,19.8,33.627286,-117.719875
I5-S,1210326,HOV,92.095,2,d,12,LAKE FOR2,19.9,33.628454,-117.720919
I5-S,1204665,ML,92.095,6,d,12,LAKE FOR2,19.9,33.628454,-117.720919
I5-N,1211117,HOV,92.258,2,a,12,LAKE FOR2,20,33.629553,-117.721491
I5-N,1204672,ML,92.258,5,a,12,LAKE FOR2,20,33.629553,-117.721491
I5-S,1210272,HOV,92.425,2,d,12,OLDFIELD,20.23,33.631888,-117.724695
I5-S,1204688,ML,92.435,5,d,12,OLDFIELD,20.24,33.631989,-117.724813
I5-N,1210270,HOV,92.488,2,a,12,OLDFIELD,20.23,33.631998,-117.724216
I5-N,1204682,ML,92.498,5,a,12,OLDFIELD,20.24,33.632102,-117.724337
I5-S,1210255,HOV,92.785,2,d,12,BAKE 1,20.59,33.635959,-117.728446
I5-S,1204695,ML,92.785,6,d,12,BAKE 1,20.59,33.635959,-117.728446
I5-N,1211133,HOV,92.848,2,a,12,BAKE 1,20.59,33.636144,-117.72806
I5-N,1204697,ML,92.848,6,a,12,BAKE 1,20.59,33.636144,-117.72806
I80-W,317064,HOV,93.105,1,d,3,Longview Dr.,M9.2,38.638915,-121.402197
I80-W,313487,ML,93.105,2,d,3,Longview Dr.,M9.2,38.638915,-121.402197
I80-E,316064,HOV,93.394,1,a,3,Longview Dr to EB80,M9.489,38.640501,-121.397843
I80-E,316063,ML,93.394,2,a,3,Longview Dr to EB80,M9.489,38.640501,-121.397843
I5-S,1211854,HOV,93.445,1,d,12,At 405,21.25,33.643978,-117.734722
I5-S,1211853,ML,93.445,3,d,12,At 405,21.25,33.643978,-117.734722
I5-N,1211856,HOV,93.508,1,a,12,At 405,21.25,33.644068,-117.734444
I5-N,1204703,ML,93.508,3,a,12,At 405,21.25,33.644068,-117.734444
I80-W,315880,HOV,94.105,1,d,3,Rt. 244/NB Watt,M10.2,38.645232,-121.386216
I80-W,314165,ML,94.205,2,d,3,Rt. 244/NB Watt Ave.,M10.3,38.645422,-121.3844
I5-S,1208955,HOV,94.295,1,d,12,ALTON 2,22.1,33.654255,-117.74294
I5-S,1204737,ML,94.335,4,d,12,ALTON 2,22.14,33.654741,-117.743323
I5-N,1204729,HOV,94.358,1,a,12,ALTON 2,22.1,33.654371,-117.742629
I5-N,1204731,ML,94.358,4,a,12,ALTON 2,22.1,33.654371,-117.742629
I5-N,1204748,HOV,94.458,1,a,12,ALTON 3,22.2,33.655581,-117.743597
I5-N,1204750,ML,94.458,4,a,12,ALTON 3,22.2,33.655581,-117.743597
I80-E,316388,HOV,94.906,1,a,3,Rte 244 to 80EB,R11.281,38.649086,-121.372848
I80-E,316387,ML,94.906,5,a,3,Rte 244 to 80EB,R11.281,38.649086,-121.372848
I5-S,1204759,HOV,94.945,1,d,12,BARRANCA,22.75,33.662021,-117.749253
I5-S,1204761,ML,94.945,4,d,12,BARRANCA,22.75,33.662021,-117.749253
I5-N,1204757,HOV,95.008,1,a,12,BARRANCA,22.75,33.662274,-117.748817
I5-N,1204766,ML,95.008,5,a,12,BARRANCA,22.75,33.662274,-117.748817
I5-S,1204777,HOV,95.245,1,d,12,S OF 133,23.05,33.665581,-117.75203
I5-S,1204781,ML,95.245,5,d,12,S OF 133,23.05,33.665581,-117.75203
I5-S,1204796,HOV,95.295,1,d,12,N OF 133,23.1,33.66617,-117.7525
I5-S,1204798,ML,95.295,5,d,12,N OF 133,23.1,33.66617,-117.7525
I5-N,1204779,HOV,95.308,1,a,12,S OF 133,23.05,33.66578,-117.751722
I5-N,1204787,ML,95.308,4,a,12,S OF 133,23.05,33.66578,-117.751722
I5-N,1204806,HOV,95.458,1,a,12,N OF 133,23.2,33.667646,-117.753237
I5-N,1204808,ML,95.458,4,a,12,N OF 133,23.2,33.667646,-117.753237
I5-S,1204814,HOV,95.695,1,d,12,S OF SAND CNYN,R23.5,33.6716,-117.755616
I5-S,1204816,ML,95.695,6,d,12,S OF SAND CNYN,R23.5,33.6716,-117.755616
I5-N,1204823,HOV,95.758,1,a,12,S OF SAND CNYN,R23.5,33.671657,-117.755266
I5-N,1204825,ML,95.758,6,a,12,S OF SAND CNYN,R23.5,33.671657,-117.755266
I80-W,315882,HOV,95.85,1,d,3,EB Madison to WB 80,12.35,38.659699,-121.361733
I80-W,314491,ML,95.85,5,d,3,EB Madison to WB 80,12.35,38.659699,-121.361733
I5-S,1204839,HOV,95.885,1,d,12,SAND CANYON 1,R23.69,33.674297,-117.756223
I5-S,1204841,ML,95.885,5,d,12,SAND CANYON 1,R23.69,33.674297,-117.756223
I80-E,317168,HOV,95.922,1,a,3,EB Madison Ave,12.422,38.660308,-121.36059
I80-E,316328,ML,95.922,5,a,3,EB Madison Ave,12.422,38.660308,-121.36059
I80-W,315883,HOV,96,1,d,3,WB Madison,12.5,38.661338,-121.359911
I80-W,314485,ML,96,4,d,3,WB Madison,12.5,38.661338,-121.359911
I80-E,317171,HOV,96.108,1,a,3,WB Madison Ave,12.608,38.662337,-121.358345
I80-E,316314,ML,96.108,5,a,3,WB Madison Ave,12.608,38.662337,-121.358345
I5-N,1204859,HOV,96.308,1,a,12,SAND CANYON 2,R24.05,33.67881,-117.759083
I5-N,1204861,ML,96.308,5,a,12,SAND CANYON 2,R24.05,33.67881,-117.759083
I5-S,1204884,HOV,96.695,1,d,12,N OF SAND CNYN,R24.5,33.683599,-117.764425
I5-S,1204886,ML,96.695,6,d,12,N OF SAND CNYN,R24.5,33.683599,-117.764425
I5-N,1204876,HOV,96.758,1,a,12,N OF SAND CNYN,R24.5,33.68378,-117.76413
I5-N,1204878,ML,96.758,6,a,12,N OF SAND CNYN,R24.5,33.68378,-117.76413
I5-S,1204902,HOV,97.035,1,d,12,JEFFREY 1,R24.84,33.687939,-117.767277
I5-S,1204904,ML,97.035,5,d,12,JEFFREY 1,R24.84,33.687939,-117.767277
I5-N,1204922,HOV,97.338,1,a,12,JEFFREY 1,R25.08,33.691182,-117.768954
I5-N,1204924,ML,97.338,5,a,12,JEFFREY 1,R25.08,33.691182,-117.768954
I5-N,1204935,HOV,97.408,1,a,12,JEFFREY 2,R25.15,33.692068,-117.769532
I5-N,1204937,ML,97.408,5,a,12,JEFFREY 2,R25.15,33.692068,-117.769532
I80-W,315886,HOV,97.807,1,d,3,EB Elkhorn Blvd,14.307,38.681378,-121.338403
I80-W,314433,ML,97.807,4,d,3,EB Elkhorn Blvd,14.307,38.681378,-121.338403
I80-E,315866,HOV,97.91,1,a,3,EB Greenback Lane,14.41,38.682166,-121.336991
I80-E,314460,ML,97.91,4,a,3,EB Greenback Lane,14.41,38.682166,-121.336991
I5-S,1204942,HOV,97.995,1,d,12,YALE,R25.8,33.700148,-117.775267
I5-S,1204944,ML,97.995,5,d,12,YALE,R25.8,33.700148,-117.775267
I80-W,315887,HOV,98.001,1,d,3,WB Elkhorn Blvd,14.501,38.68351,-121.336064
I80-W,314419,ML,98.001,4,d,3,WB Elkhorn Blvd,14.501,38.68351,-121.336064
I5-N,1204956,HOV,98.058,1,a,12,YALE,R25.8,33.700287,-117.774934
I5-N,1204950,ML,98.058,5,a,12,YALE,R25.8,33.700287,-117.774934
I80-E,315867,HOV,98.099,1,a,3,WB Greenback Lane,14.599,38.684216,-121.334706
I80-E,314446,ML,98.099,4,a,3,WB Greenback Lane,14.599,38.684216,-121.334706
I5-S,1204965,HOV,98.545,1,d,12,CULVER 1,R26.35,33.70706,-117.779935
I5-S,1204967,ML,98.545,5,d,12,CULVER 1,R26.35,33.70706,-117.779935
I5-N,1204980,HOV,98.818,1,a,12,CULVER 1,R26.56,33.709761,-117.781713
I5-N,1204982,ML,98.818,5,a,12,CULVER 1,R26.56,33.709761,-117.781713
I5-S,1204995,HOV,98.855,1,d,12,CULVER 2,R26.66,33.710634,-117.783134
I5-S,1204997,ML,98.855,5,d,12,CULVER 2,R26.66,33.710634,-117.783134
I5-N,1205010,HOV,99.068,1,a,12,CULVER 2,R26.81,33.712411,-117.784619
I5-N,1205012,ML,99.068,6,a,12,CULVER 2,R26.81,33.712411,-117.784619
I5-S,1205026,HOV,99.618,1,d,12,JAMBOREE 1,27.43,33.717966,-117.793071
I5-S,1205028,ML,99.618,6,d,12,JAMBOREE 1,27.43,33.717966,-117.793071
I5-N,1205043,HOV,99.801,1,a,12,JAMBOREE 1,27.55,33.719297,-117.794408
I5-N,1205045,ML,99.801,5,a,12,JAMBOREE 1,27.55,33.719297,-117.794408
I5-N,1205069,HOV,99.811,1,a,12,JAMBOREE 2,27.56,33.719391,-117.794541
I5-N,1205071,ML,99.811,6,a,12,JAMBOREE 2,27.56,33.719391,-117.794541
I5-S,1205060,HOV,99.888,1,d,12,JAMBOREE 2,27.7,33.72047,-117.796638
I5-S,1205062,ML,99.888,5,d,12,JAMBOREE 2,27.7,33.72047,-117.796638
I80-W,315891,HOV,100,1,d,3,EB Antelope Rd.,16.5,38.705474,-121.311953
I80-W,313438,ML,100,4,d,3,EB Antelope Rd.,16.5,38.705474,-121.311953
I80-W,315892,HOV,100.2,1,d,3,WB Antelope Rd.,16.7,38.707666,-121.309534
I80-W,313450,ML,100.2,4,d,3,WB Antelope Rd.,16.7,38.707666,-121.309534
I5-S,1205105,ML,100.288,5,d,12,TUSTIN RANCH,28.1,33.724136,-117.801999
I5-N,1205086,HOV,100.351,1,a,12,TUSTIN RANCH,28.1,33.724394,-117.801722
I5-N,1205088,ML,100.351,5,a,12,TUSTIN RANCH,28.1,33.724394,-117.801722
I5-S,1205103,HOV,100.538,1,d,12,TUSTIN  RANCH,28.35,33.726403,-117.805381
I5-S,1205120,HOV,101.208,1,d,12,RED HILL,29.02,33.732587,-117.814369
I5-S,1205122,ML,101.208,5,d,12,RED HILL*,29.02,33.732587,-117.814369
I5-N,1208537,HOV,101.491,1,a,12,RED HILL,29.24,33.73489,-117.817068
I5-N,1205135,ML,101.491,5,a,12,RED HILL,29.24,33.73489,-117.817068
I5-S,1205139,ML,101.888,6,d,12,NEWPORT*,29.7,33.737386,-117.824499
I5-S,1208962,HOV,101.978,1,d,12,NEWPORT,29.79,33.737856,-117.825947
I5-N,1208365,HOV,102.041,1,a,12,NEWPORT*,29.79,33.738115,-117.825811
I5-N,1205152,ML,102.041,5,a,12,NEWPORT*,29.79,33.738115,-117.825811
I80-E,318619,HOV,102.171,1,a,3,Cirby Way,0.671,38.72909,-121.285463
I80-W,318611,HOV,102.171,1,d,3,Cirby Way,0.671,38.729204,-121.285639
I80-E,318620,ML,102.171,4,a,3,Cirby Way,0.671,38.72909,-121.285463
I80-W,318612,ML,102.171,4,d,3,Cirby Way,0.671,38.729204,-121.285639
I5-N,1208975,HOV,102.251,1,a,12,B ST,30,33.739183,-117.829214
I5-N,1205157,ML,102.251,6,a,12,B ST.,30,33.739183,-117.829214
I5-S,1208993,HOV,102.388,1,d,12,S OF 55,30.2,33.740098,-117.832494
I5-S,1205166,ML,102.388,4,d,12,S OF 55*,30.2,33.740098,-117.832494
I5-N,1208989,HOV,102.451,1,a,12,S OF 55,30.2,33.740283,-117.832416
I5-N,1205165,ML,102.451,5,a,12,S OF 55,30.2,33.740283,-117.832416
I5-S,1209014,HOV,102.588,1,d,12,N OF 55,30.4,33.741219,-117.835743
I5-S,1205169,ML,102.588,5,d,12,N OF 55,30.4,33.741219,-117.835743
I5-N,1209011,HOV,102.651,1,a,12,N OF 55,30.4,33.741403,-117.835585
I5-N,1205168,ML,102.651,4,a,12,N OF 55,30.4,33.741403,-117.835585
I5-N,1205175,ML,103.051,5,a,12,1ST,30.8,33.744413,-117.841283
I5-S,1209694,HOV,103.088,1,d,12,1ST,30.9,33.745553,-117.842538
I5-S,1205182,ML,103.088,5,d,12,1ST,30.9,33.745553,-117.842538
I5-N,1209693,HOV,103.151,1,a,12,1ST,30.9,33.745655,-117.842095
I80-E,318665,HOV,103.355,1,a,3,EB Douglas Ave,1.855,38.742441,-121.271691
I80-W,318656,HOV,103.355,1,d,3,EB Douglas Blvd,1.855,38.742518,-121.271844
I80-E,318666,ML,103.355,4,a,3,EB Douglas Ave,1.855,38.742441,-121.271691
I80-W,316438,ML,103.355,4,d,3,EB Douglas Blvd,1.855,38.742518,-121.271844
I5-S,1209728,HOV,103.418,2,d,12,4TH,31.23,33.749928,-117.844652
I5-S,1205189,ML,103.418,5,d,12,4TH,31.23,33.749928,-117.844652
I5-N,1209727,HOV,103.481,1,a,12,4TH,31.23,33.750124,-117.844061
I5-N,1205193,ML,103.481,5,a,12,4TH,31.23,33.750124,-117.844061
I80-W,318636,HOV,103.537,1,d,3,WB Douglas Blvd,2.037,38.744868,-121.270305
I80-W,316451,ML,103.537,3,d,3,WB Douglas Blvd,2.037,38.744868,-121.270305
I5-S,1205198,HOV,103.588,2,d,12,CONCORD,31.4,33.751759,-117.846535
I5-S,1205200,ML,103.588,6,d,12,CONCORD,31.4,33.751759,-117.846535
I80-E,318649,HOV,103.617,1,a,3,WB Douglas Blvd,2.117,38.745827,-121.269472
I80-E,318650,ML,103.617,4,a,3,WB Douglas Blvd,2.117,38.745827,-121.269472
I5-N,1209746,HOV,103.651,2,a,12,CONCORD,31.4,33.752049,-117.845939
I5-N,1205204,ML,103.651,6,a,12,CONCORD,31.4,33.752049,-117.845939
I5-S,1212046,HOV,103.788,1,d,12,GRAND 1,31.6,33.753388,-117.849326
I5-S,1205211,ML,103.788,6,d,12,1GRAND 1,31.6,33.753388,-117.849326
I5-N,1212047,HOV,103.851,1,a,12,GRAND 1,31.6,33.753753,-117.848788
I5-N,1205215,ML,103.851,5,a,12,GRAND 1,31.6,33.753753,-117.848788
I5-N,1205225,ML,103.981,5,a,12,GRAND 2,31.73,33.754689,-117.850781
I5-S,1205230,ML,104.088,5,d,12,GRAND 2,31.9,33.755475,-117.853795
I5-N,1209764,HOV,104.151,1,a,12,GRAND 2,31.9,33.755834,-117.85344
I5-S,1209779,HOV,104.188,2,d,12,GRAND 2,32,33.756108,-117.855324
I80-W,318815,HOV,104.417,1,d,3,Atlantic St,2.917,38.75624,-121.262902
I80-W,318816,ML,104.417,4,d,3,Atlantic St,2.917,38.75624,-121.262902
I5-S,1209826,HOV,104.438,1,d,12,17TH 1,32.25,33.757943,-117.859225
I5-S,1205246,ML,104.438,5,d,12,17TH 1,32.25,33.757943,-117.859225
I80-E,318800,HOV,104.474,1,a,3,Atlantic St,2.974,38.756912,-121.262242
I80-E,318801,ML,104.474,4,a,3,Atlantic St,2.974,38.756912,-121.262242
I5-N,1209827,HOV,104.501,1,a,12,17TH 1,32.25,33.758263,-117.858902
I5-N,1205250,ML,104.551,5,a,12,17TH 1,32.3,33.758644,-117.859664
I80-E,318832,HOV,104.67,1,a,3,Eureka Rd,3.17,38.759443,-121.260582
I80-E,318844,ML,104.67,4,a,3,Eureka Rd,3.17,38.759443,-121.260582
I5-N,1209931,HOV,104.751,1,a,12,17TH 2,32.5,33.760465,-117.862379
I5-N,1205262,ML,104.751,5,a,12,17TH 2,32.5,33.760465,-117.862379
I80-E,318775,HOV,104.856,1,a,3,Roseville Pkwy,3.356,38.761843,-121.258997
I80-W,318772,HOV,104.856,1,d,3,Roseville Pkwy,3.356,38.761929,-121.259248
I80-E,318764,ML,104.856,5,a,3,Roseville Pkwy,3.356,38.761843,-121.258997
I80-W,318773,ML,104.856,5,d,3,Roseville Pkwy,3.356,38.761929,-121.259248
I80-W,318787,HOV,105.12,1,d,3,Taylor Rd,3.62,38.765063,-121.256559
I80-W,318788,ML,105.12,4,d,3,Taylor Rd,3.62,38.765063,-121.256559
I5-S,1209950,HOV,105.188,1,d,12,MAIN 1,33,33.766429,-117.866976
I5-S,1205276,ML,105.188,5,d,12,MAIN 1,33,33.766429,-117.866976
I5-S,1209967,HOV,105.388,1,d,12,MAIN 2,33.2,33.768742,-117.868373
I5-S,1205286,ML,105.388,4,d,12,MAIN 2,33.2,33.768742,-117.868373
I5-N,1209965,HOV,105.451,1,a,12,MAIN 2,33.2,33.76901,-117.86784
I5-N,1205290,ML,105.451,5,a,12,MAIN 2,33.2,33.76901,-117.86784
I5-S,1210000,HOV,105.488,1,d,12,BROADWAY,33.3,33.770032,-117.869238
I5-S,1205297,ML,105.488,4,d,12,BROADWAY,33.3,33.770032,-117.869238
I5-S,1210031,HOV,105.988,2,d,12,S OF 22,33.8,33.776289,-117.874337
I5-S,1205310,ML,105.988,4,d,12,S OF 22,33.8,33.776289,-117.874337
I5-S,1205324,ML,106.288,5,d,12,LA VETA,34.1,33.779824,-117.87776
I5-S,1210036,HOV,106.388,2,d,12,LA VETA,34.2,33.780805,-117.878897
I5-N,1210034,HOV,106.451,2,a,12,LA VETA,34.2,33.781151,-117.878226
I5-N,1205320,ML,106.451,4,a,12,LA VETA,34.2,33.781151,-117.878226
I5-S,1205335,ML,106.488,5,d,12,N OF 57,34.3,33.781682,-117.880014
I5-N,1205330,ML,106.551,4,a,12,N OF 57,34.3,33.782039,-117.879468
I5-S,1212014,HOV,106.588,1,d,12,N OF 57*,34.4,33.782529,-117.881218
I5-N,1212013,HOV,106.651,1,a,12,N OF 57*,34.4,33.782887,-117.880773
I5-S,1205353,HOV,106.788,1,d,12,CHAPMAN 1,34.6,33.784761,-117.883653
I5-S,1205349,ML,106.788,6,d,12,CHAPMAN 1,34.6,33.784761,-117.883653
I5-N,1205373,HOV,107.251,2,a,12,CHAPMAN 2,35,33.789689,-117.887536
I5-N,1205375,ML,107.251,5,a,12,CHAPMAN 2,35,33.789689,-117.887536
I5-N,1212268,HOV,107.351,2,a,12,STATE COLLEGE,35.1,33.790771,-117.888724
I5-N,1205341,ML,107.351,5,a,12,STATE COLLEGE,35.1,33.790771,-117.888724
I5-S,1212236,HOV,107.388,2,d,12,STATE COLLEGE,35.2,33.791651,-117.890222
I5-S,1205364,ML,107.388,5,d,12,STATE COLLEGE,35.2,33.791651,-117.890222
I5-S,1212147,HOV,107.588,2,d,12,ORANGEWOOD 1,35.4,33.793517,-117.892284
I5-S,1212094,ML,107.588,4,d,12,ORANGEWOOD 1,35.4,33.793517,-117.892284
I5-S,1212249,HOV,107.788,1,d,12,GENE AUTRY,35.6,33.79536,-117.894336
I5-S,1205384,ML,107.788,4,d,12,GENE AUTRY,35.6,33.79536,-117.894336
I5-N,1212247,HOV,107.851,1,a,12,GENE AUTRY,35.6,33.795663,-117.893833
I5-N,1205380,ML,107.851,4,a,12,GENE AUTRY,35.6,33.795663,-117.893833
I5-S,1212149,HOV,108.498,1,d,12,KATELLA,36.31,33.802101,-117.901359
I5-S,1205395,ML,108.498,4,d,12,KATELLA,36.31,33.802101,-117.901359
I5-N,1212150,HOV,108.651,1,a,12,ORANGEWOOD 2,36.4,33.803764,-117.902246
I5-N,1212001,ML,108.651,4,a,12,ORANGEWOOD 2,36.4,33.803764,-117.902246
I5-S,1212230,HOV,108.668,1,d,12,ANAHEIM 1,36.48,33.804788,-117.904254
I5-S,1205421,ML,108.668,4,d,12,ANAHEIM 1,36.48,33.804788,-117.904254
I5-N,1205406,HOV,108.731,1,a,12,KATELLA,36.48,33.805074,-117.903814
I5-N,1205409,ML,108.731,4,a,12,KATELLA,36.48,33.805074,-117.903814
I5-S,1212225,HOV,108.788,1,d,12,ANAHEIM 2,36.6,33.806478,-117.906207
I5-S,1212116,ML,108.788,5,d,12,ANAHEIM 2,36.6,33.806478,-117.906207
I5-N,1212224,HOV,108.851,2,a,12,ANAHEIM 2,36.6,33.806644,-117.905829
I5-N,1212115,ML,108.851,4,a,12,ANAHEIM 2,36.6,33.806644,-117.905829
I5-S,1212219,HOV,109.188,1,d,12,S OF HARBOR,37,33.810933,-117.910895
I5-S,1212218,ML,109.188,5,d,12,S OF HARBOR,37,33.810933,-117.910895
I5-N,1212217,HOV,109.251,1,a,12,S OF HARBOR,37,33.811147,-117.910643
I5-N,1212216,ML,109.251,5,a,12,S OF HARBOR,37,33.811147,-117.910643
I5-N,1212179,HOV,109.631,1,a,12,HARBOR,37.38,33.815354,-117.915054
I5-N,1205432,ML,109.631,4,a,12,HARBOR,37.38,33.815354,-117.915054
I5-S,1212184,HOV,109.668,1,d,12,HARBOR,37.48,33.816263,-117.916397
I5-S,1205440,ML,109.668,4,d,12,HARBOR,37.48,33.816263,-117.916397
I5-N,1212191,HOV,109.951,1,a,12,BALL,37.7,33.818891,-117.918657
I5-N,1205452,ML,109.951,4,a,12,BALL,37.7,33.818891,-117.918657
I5-S,1212195,HOV,110.188,1,d,12,SOUTH 1,38,33.82198,-117.922328
I5-S,1205463,ML,110.188,4,d,12,SOUTH 1,38,33.82198,-117.922328
I5-N,1205471,HOV,110.351,1,a,12,SOUTH 2,38.1,33.823323,-117.923123
I5-N,1205473,ML,110.351,4,a,12,SOUTH 2,38.1,33.823323,-117.923123
I5-S,1205482,HOV,110.668,1,d,12,PEPPER,38.48,33.827601,-117.927279
I5-S,1205478,ML,110.668,4,d,12,PEPPER,38.48,33.827601,-117.927279
I5-N,1212627,HOV,111.151,1,a,12,LINCOLN,38.9,33.832016,-117.931513
I5-N,1205493,ML,111.151,5,a,12,LINCOLN,38.9,33.832016,-117.931513
I5-S,1212661,HOV,111.188,1,d,12,LINCOLN,39,33.832791,-117.933068
I5-S,1212662,ML,111.188,4,d,12,LINCOLN,39,33.832791,-117.933068
I5-S,1212644,HOV,111.488,1,d,12,EUCLID 1,39.3,33.834594,-117.938264
I5-S,1212645,ML,111.488,4,d,12,EUCLID 1,39.3,33.834594,-117.938264
I5-N,1212648,HOV,111.551,1,a,12,EUCLID 1,39.3,33.834815,-117.938078
I5-N,1212649,ML,111.551,4,a,12,EUCLID 1,39.3,33.834815,-117.938078
I5-N,1212689,HOV,111.851,1,a,12,EUCLID 2,39.6,33.836731,-117.943038
I5-N,1205517,ML,111.851,4,a,12,EUCLID 2,39.6,33.836731,-117.943038
I5-S,1212579,HOV,112.228,1,d,12,CRESCENT,40.04,33.839851,-117.949454
I5-S,1205532,ML,112.228,5,d,12,CRESCENT,40.04,33.839851,-117.949454
I5-N,1212578,HOV,112.291,1,a,12,CRESCENT,40.04,33.840124,-117.949259
I5-N,1205528,ML,112.291,5,a,12,CRESCENT,40.04,33.840124,-117.949259
I5-S,1212594,HOV,112.688,1,d,12,BROOKHURST 1,40.5,33.843443,-117.955942
I5-S,1205541,ML,112.688,4,d,12,BROOKHURST 1,40.5,33.843443,-117.955942
I5-N,1212595,HOV,112.751,1,a,12,BROOKHURST 1,40.5,33.843721,-117.955716
I5-N,1212588,ML,112.751,4,a,12,BROOKHURST 1,40.5,33.843721,-117.955716
I5-N,1212565,HOV,112.951,1,a,12,BROOKHURST 2,40.7,33.845442,-117.958388
I5-N,1205553,ML,112.951,4,a,12,BROOKHURST 2,40.7,33.845442,-117.958388
I5-S,1212610,HOV,113.168,1,d,12,LA PALMA,40.98,33.847169,-117.96276
I5-S,1212611,ML,113.168,6,d,12,LA PALMA,40.98,33.847169,-117.96276
I5-N,1212609,HOV,113.231,1,a,12,LA PALMA,40.98,33.847549,-117.962444
I5-N,1205562,ML,113.231,5,a,12,LA PALMA,40.98,33.847549,-117.962444
I5-S,1212673,HOV,113.528,1,d,12,GILBERT,41.34,33.85001,-117.968231
I5-S,1205572,ML,113.528,6,d,12,GILBERT,41.34,33.85001,-117.968231
I5-N,1212672,HOV,113.591,1,a,12,GILBERT,41.34,33.850294,-117.968011
I5-N,1205567,ML,113.591,5,a,12,GILBERT,41.34,33.850294,-117.968011
I5-S,1213417,HOV,113.988,2,d,12,MAGNOLIA,41.8,33.853961,-117.97494
I5-S,1205583,ML,113.988,6,d,12,MAGNOLIA,41.8,33.853961,-117.97494
I5-N,1213418,HOV,114.051,2,a,12,MAGNOLIA,41.8,33.854226,-117.974766
I5-N,1205590,ML,114.051,4,a,12,MAGNOLIA,41.8,33.854226,-117.974766
I5-S,1214008,HOV,114.088,1,d,12,MAGNOLIA 2,41.9,33.854882,-117.976235
I5-S,1214006,ML,114.088,4,d,12,MAGNOLIA 2,41.9,33.854882,-117.976235
I5-N,1214007,HOV,114.151,1,a,12,MAGNOLIA 2,41.9,33.855211,-117.976025
I5-N,1214005,ML,114.151,4,a,12,MAGNOLIA 2,41.9,33.855211,-117.976025
I5-S,1216518,HOV,114.708,1,d,12,ORANGETHORPE 2,42.52,33.859063,-117.985205
I5-S,1205612,ML,114.708,4,d,12,ORANGETHORPE 2,42.52,33.859063,-117.985205
I5-N,1216517,HOV,114.771,1,a,12,ORANGETHORPE 2,42.52,33.859271,-117.98503
