# Time-series
# t	r	v	r_1_P	v_1_P	r_1_L	v_1_L	r_1	v_1	...
300	3.1154	86.667	2	90	0	0	2	90	2.0225	89	2.2222	81	4.2353	85
301	2.4615	97.5	1.7308	104	0	0	1.7308	104	1.8367	98	1.3793	87	3.2051	93.6
302	1.9014	94.667	1.0909	110	0	0	1.0909	110	0	0	2.7586	87	2.7586	87
303	5.3594	89.562	3	100	0	0	3	100	2.7273	88	5.0602	83	7.7814	84.818
304	2.397	100.12	1.0526	114	0	0	1.0526	114	3.0928	97	0.68182	88	3.7696	95.5
305	2.8723	94	1.1111	108	0	0	1.1111	108	3.2609	92	1.4118	85	4.6667	90
306	4.9815	90.333	1.0526	114	0	0	1.0526	114	5.3933	89	3.6145	83	8.9973	86.692
307	4.53	92.714	3	100	0.69767	86	3.686	97.667	3.956	91	1.4458	83	5.3933	89
308	3.7346	88.364	1.165	103	0.65217	92	1.8121	99.333	1.2371	97	4.5	80	5.6973	84.25
309	2.4806	96.75	0	0	0	0	0	0	3.5644	101	1.4286	84	4.9612	96.75
310	4.7381	88.643	1.8367	98	1.2	100	3.0364	98.8	0	0	6.506	83	6.506	83
311	3.4021	97	1.5789	114	0	0	1.5789	114	3.1915	94	2.1176	85	5.2966	90.625
312	4.3223	90.231	2.449	98	0	0	2.449	98	4.7191	89	1.519	79	6.2228	86.778
313	2.2862	91.857	0.60606	99	0	0	0.60606	99	1.25	96	2.7273	88	3.9706	90.667
314	4.5676	85.385	1.8947	95	0	0	1.8947	95	3.5714	84	3.7037	81	7.2727	82.5
315	5.102	88.2	2.5	96	1.4634	82	3.9416	91.333	2.5263	95	3.7975	79	6.271	86.111
316	6.9324	86.55	3.913	92	0	0	3.913	92	6.2791	86	3.7037	81	9.9746	84.214
317	4.9389	97.188	4.1584	101	0	0	4.1584	101	3	100	2.7586	87	5.7311	94.222
318	3.3518	98.455	2.3077	104	0	0	2.3077	104	2.4742	97	1.9355	93	4.4078	95.286
319	5.3288	95.706	2.7027	111	0	0	2.7027	111	4.6154	91	3.4483	87	8.0597	89.333
320	2.7427	98.444	2.3762	101	0	0	2.3762	101	2.4	100	0.73171	82	3.112	96.4
321	3.2931	91.1	1.2121	99	0	0	1.2121	99	3.1915	94	2.2222	81	5.3857	89.125
322	7.4965	92.043	2.8571	105	1.8182	99	4.6715	102.75	3.2967	91	7.1429	84	10.425	86.333
323	2.9042	103.3	1.6071	112	0	0	1.6071	112	3.6	100	0.61856	97	4.2181	99.571
324	6.1597	87.667	3.6364	99	0	0	3.6364	99	2.1176	85	6.6667	81	8.7805	82
325	6.6117	95.286	5.0467	107	0	0	5.0467	107	3.871	93	4.5	80	8.3237	86.5
326	4.4177	95.071	4.6602	103	0	0	4.6602	103	0.65217	92	3.6145	83	4.2604	84.5
327	4.7305	88.786	4.4681	94	0	0	4.4681	94	2.069	87	2.963	81	5.0256	83.571
328	5.4468	88.125	3.7895	95	0	0	3.7895	95	3.3708	89	3.7975	79	7.1429	84
329	4.8526	92.733	2.3301	103	0	0	2.3301	103	7.4157	89	0	0	7.4157	89
330	6.6886	94.19	3.8889	108	0	0	3.8889	108	5.3933	89	4.2353	85	9.6236	87.286
331	5.1409	87.533	2.5806	93	0	0	2.5806	93	4.8276	87	2.8916	83	7.7152	85.545
332	6.9742	90.333	6.8041	97	0	0	6.8041	97	4.3373	83	2.8916	83	7.2289	83
333	6.4795	92.6	4.6154	104	0	0	4.6154	104	5.5172	87	2.963	81	8.4706	85
334	8.5418	84.292	6.5934	91	0	0	6.5934	91	5.3165	79	5.25	80	10.566	79.5
335	8.2891	90.48	8.125	96	0	0	8.125	96	4.1379	87	4.3902	82	8.5207	84.5
336	7.6393	94.25	6.6	100	0.6383	94	7.2362	99.5	3.871	93	4.2353	85	8.0899	89
337	8.7489	89.154	4.2424	99	1.4634	82	5.6709	95.222	6.8182	88	5.0602	83	11.869	85.941
338	5.1239	105.39	3.8182	110	0	0	3.8182	110	5.1429	105	1.3187	91	6.4419	102.45
339	6.237	96.2	3.2727	110	0.56075	107	3.8331	109.57	3.75	96	5.0602	83	8.764	89
340	5.709	99.842	4.3636	110	0.58824	102	4.9491	109.11	3.2258	93	3.3333	90	6.5574	91.5
341	5.994	100.1	3.7838	111	0	0	3.7838	111	5.567	97	2.7273	88	8.2776	94.231
342	4.9677	96.625	2.9412	102	0	0	2.9412	102	5.625	96	1.3953	86	7.0077	94.182
343	5.1429	105	3.6522	115	0.61856	97	4.2572	112.75	4.0777	103	2.0225	89	6.0729	98.8
344	2.8791	104.2	2.1429	112	0	0	2.1429	112	3.6364	99	0	0	3.6364	99
345	8.8682	98.103	8.7379	103	0	0	8.7379	103	4.898	98	4.186	86	9.0462	92.857
346	7.4169	101.12	5.3571	112	1.3043	92	6.6258	108.67	5.625	96	2.6667	90	8.2843	94.154
347	5.567	97	4	105	0.51724	116	4.5123	106.38	3.2609	92	3.4483	87	6.7039	89.5
348	6.2857	105	5.7895	114	0	0	5.7895	114	5.5102	98	1.3793	87	6.875	96
349	4.1901	93.077	1.2121	99	0.58252	103	1.794	100.33	4.5161	93	2.093	86	6.6007	90.9
350	5.4302	99.444	3.3645	107	0	0	3.3645	107	4.7059	102	2.8916	83	7.5261	95.667
351	8.8902	91.111	5.7143	105	0.66667	90	6.3684	103.64	4.2353	85	7.4074	81	11.636	82.5
352	5.8891	96.789	3.4286	105	0.56075	107	3.9891	105.29	6.4516	93	1.3953	86	7.8403	91.833
353	7.9214	94.68	9.1837	98	0.75	80	9.9097	96.875	2.9703	101	3.0769	78	5.9486	90.778
354	7.0817	97.435	6.2857	105	0	0	6.2857	105	3.7113	97	4.2857	84	7.9558	90.5
355	9.1371	98.5	8.4112	107	0	0	8.4112	107	7.9121	91	2.093	86	10	90
356	12.367	89.757	10.851	94	0.64516	93	11.496	93.944	8.8636	88	4.4444	81	13.288	85.789
357	4.87	98.562	3.2143	112	0	0	3.2143	112	3.1579	95	3.4884	86	6.6298	90.5
358	8.8855	94.536	6.4078	103	0.65217	92	7.0531	102.08	4.6667	90	6.1364	88	10.802	88.875
359	9.3039	96.733	9.505	101	0	0	9.505	101	5.7447	94	3.4091	88	9.1446	91.857
360	11.761	94.378	12	100	0	0	12	100	9.4382	89	2.1951	82	11.622	87.765
361	13.106	93.854	13.8	100	0	0	13.8	100	11.163	86	1.3953	86	12.558	86
362	11.208	93.686	11.753	97	0.65217	92	12.403	96.75	7.1739	92	2.8916	83	10.045	89.6
363	9.9902	96.094	10.588	102	0	0	10.588	102	5.9341	91	3.5714	84	9.4915	88.5
364	10.85	91.242	12.632	95	0	0	12.632	95	5.5172	87	3.6145	83	9.1269	85.462
365	10.844	94.059	9.697	99	0	0	9.697	99	11.333	90	0.71429	84	12.045	89.667
366	15.265	94.333	16.8	100	0	0	16.8	100	11.034	87	2.8571	84	13.889	86.4
367	11.957	95.342	13.333	99	0.57143	105	13.903	99.261	7.1739	92	2.9268	82	10.075	89.333
368	16.195	88.917	17.872	94	0	0	17.872	94	10.12	83	4.557	79	14.67	81.8
369	13.102	93.878	14.227	97	0	0	14.227	97	9.2308	91	2.7907	86	12.015	89.889
