# Time-series
# t	r	v	r_1_P	v_1_P	r_1_L	v_1_L	r_1	v_1	...
300	2.0675	101.57	1.0345	116	0	0	1.0345	116	1.7822	101	1.3636	88	3.1315	95.8
301	2.7931	96.667	0.4918	122	0	0	0.4918	122	2.4	100	2.7586	87	5.1337	93.5
302	3.2573	92.1	2.3529	102	0	0	2.3529	102	2.069	87	2.1429	84	4.2105	85.5
303	3.7663	95.583	1.5652	115	0	0	1.5652	115	2.5806	93	3.4884	86	6.0599	89.111
304	2.0192	104	1.0526	114	0	0	1.0526	114	2.3077	104	0.71429	84	3	100
305	3.9201	91.833	1.0811	111	0	0	1.0811	111	3.2258	93	3.6145	83	6.8182	88
306	4.6545	103.12	2.6087	115	0	0	2.6087	115	6.0606	99	0.70588	85	6.7535	97.727
307	5.3751	94.882	2.069	116	0	0	2.069	116	2.5	96	6.3529	85	8.8251	88.385
308	2.0851	100.71	0.41667	144	0	0	0.41667	144	1.7308	104	2.1687	83	3.8503	93.5
309	2.234	94	0	0	0.56604	106	0.56604	106	1.8182	99	2.1176	85	3.913	92
310	4.5732	98.4	2.1818	110	1.3636	88	3.5065	102.67	2.1818	110	3.5714	84	5.6512	95.556
311	3.7598	95.75	3.3333	108	0.68182	88	3.9946	105.14	1.4118	85	2.2222	81	3.632	82.6
312	1.4451	103.8	0	0	0	0	0	0	2.3077	104	0.58252	103	2.8902	103.8
313	3.9597	90.917	0.54054	111	0	0	0.54054	111	2.449	98	5	84	7.4082	89.091
314	4.0431	96.462	3.3333	108	0	0	3.3333	108	2.6667	90	2.1951	82	4.8515	86.571
315	7.2095	91.545	4.3299	97	1.9355	93	6.263	95.8	3.8298	94	4.3902	82	8.1818	88
316	3.0375	88.889	1.2903	93	0.69767	86	1.9853	90.667	2.6667	90	1.4286	84	4.0909	88
317	4.879	104.53	3.7168	113	0	0	3.7168	113	4.6602	103	1.4815	81	6.0852	98.6
318	3.2791	100.64	0.54054	111	0	0	0.54054	111	3.4615	104	2.5806	93	6.0241	99.6
319	3.8497	101.31	2.1622	111	0	0	2.1622	111	3.6	100	1.978	91	5.567	97
320	3.4245	96.364	2.1053	114	0	0	2.1053	114	2.6374	91	2.25	80	4.8675	86.286
321	5.4052	94.353	2.8846	104	1.1429	105	4.0274	104.29	2.6374	91	4.2353	85	6.865	87.4
322	4.9677	96.625	2.8302	106	0	0	2.8302	106	3	100	4.186	86	7.1457	92.364
323	3.5352	101.83	2.0339	118	0	0	2.0339	118	1.6364	110	3.5714	84	5.12	93.75
324	8.0334	93.36	3.8182	110	0	0	3.8182	110	6.383	94	6.1538	78	12.43	86.889
325	4.6973	95.8	4	105	0	0	4	105	1.1429	105	4.3902	82	5.4701	87.75
326	3.7864	103	3.0769	117	0	0	3.0769	117	1.7476	103	2.9268	82	4.6154	91
327	5.6055	96.333	4.6602	103	0	0	4.6602	103	3.7895	95	2.8235	85	6.5934	91
328	4.5127	93.071	2.8846	104	0	0	2.8846	104	4	90	2.2222	81	6.2069	87
329	3.9517	98.692	1.6981	106	0	0	1.6981	106	4.1584	101	2.093	86	6.2176	96.5
330	6.0181	99.7	4.2857	112	0	0	4.2857	112	4.4681	94	3.4091	88	7.8689	91.5
331	6.9942	94.364	4.6602	103	0	0	4.6602	103	6.5217	92	2.8916	83	9.393	89.429
332	6.1938	101.71	6	110	0	0	6	110	3.7113	97	2.7907	86	6.4795	92.6
333	5.0524	89.067	1.8182	99	0.68966	87	2.5	96	5.3933	89	2.25	80	7.6261	86.545
334	7.8616	95.4	7.5	104	0.6383	94	8.1328	103.29	4.0449	89	3.7037	81	7.7316	85.364
335	7.6562	97.96	6.1682	107	0.66667	90	6.8193	105.58	5.1064	94	3.4884	86	8.5787	90.923
336	9.6222	93.533	5.7143	105	2.1176	85	7.7701	100.38	5.2174	92	6.3529	85	11.552	88.294
337	7.5989	94.75	6.9903	103	0	0	6.9903	103	6.2069	87	2.1176	85	8.3237	86.5
338	5.0378	101.24	2.5424	118	0.50847	118	3.0508	118	3.6735	98	3.5294	85	7.1668	92.091
339	5.5353	97.556	2.7778	108	0	0	2.7778	108	5.625	96	2.7273	88	8.3388	93.538
340	5.9172	101.4	3.5593	118	0	0	3.5593	118	5.1064	94	3.3333	90	8.4359	92.462
341	5.4367	104.84	4.7788	113	0	0	4.7788	113	4.1176	102	2.069	87	6.1538	97.5
342	4.3556	96.429	3.6	100	0	0	3.6	100	1.8	100	3.3333	90	5.12	93.75
343	4.934	109.44	4.1739	115	0	0	4.1739	115	5.7143	105	0	0	5.7143	105
