# Time-series
# t	r	v	r_1_P	v_1_P	r_1_L	v_1_L	r_1	v_1	...
300	3.0094	79.75	0	0	0	0	0	0	3.6585	82	2.3684	76	6.0188	79.75
301	3.253	83	1.9355	93	0	0	1.9355	93	3.7037	81	0.95238	63	4.6154	78
302	2.2086	81.5	0.68182	88	0	0	0.68182	88	2.1687	83	1.5789	76	3.7406	80.2
303	3.7079	89	1.0909	110	0	0	1.0909	110	4.0909	88	2.3377	77	6.4032	84.333
304	2.1951	82	0	0	0	0	0	0	1.3043	92	3.1169	77	4.3902	82
305	3.5047	85.6	1.2121	99	0	0	1.2121	99	4.2353	85	1.6216	74	5.8359	82.25
306	4.8316	86.929	1.6514	109	0	0	1.6514	109	4.2353	85	3.9474	76	8.1573	80.909
307	2.4623	85.286	0	0	0	0	0	0	4.1379	87	0.8	75	4.9246	85.286
308	2.8444	84.375	1.8367	98	0	0	1.8367	98	1.6	75	2.3377	77	3.937	76.2
309	6.0674	89	4.8	100	0	0	4.8	100	5.9259	81	1.5584	77	7.4813	80.2
310	4.6091	84.615	1.1321	106	0	0	1.1321	106	2.0455	88	6.1538	78	8.1757	80.727
311	2.2881	78.667	0	0	0	0	0	0	1.3953	86	3.2	75	4.5763	78.667
312	3.4322	78.667	0.73171	82	0	0	0.73171	82	2.1951	82	3.9474	76	6.1342	78.25
313	6.3529	85	4.898	98	0	0	4.898	98	2.3684	76	5.6757	74	8.0429	74.6
314	5.4087	83.2	2.449	98	0	0	2.449	98	5.25	80	3.2432	74	8.4813	77.818
315	2.2086	81.5	0.63158	95	0	0	0.63158	95	2.25	80	1.5584	77	3.8071	78.8
316	3.8265	78.4	0	0	0	0	0	0	2.1429	84	5.5263	76	7.6531	78.4
317	4.5378	79.333	2.093	86	0	0	2.093	86	5.3846	78	1.6216	74	7.0029	77.111
318	9.9772	81.185	5.2174	92	2	90	7.2167	91.455	7.2	75	5.7534	73	12.951	74.125
