# Time-series
# t	r	v	r_1_P	v_1_P	r_1_L	v_1_L	r_1	v_1	...
429	10.163	90.033	12.727	99	0	0	12.727	99	14.483	87	0	0	14.483	87	4.186	86	5.1852	81	9.3629	83.308	3.4884	86	0.82192	73	4.2942	83.833
430	8.2537	96.321	12.941	102	0	0	12.941	102	9.8969	97	0	0	9.8969	97	2.6966	89	4.8276	87	7.5233	87.727	2.7907	86	0	0	2.7907	86
431	10.985	90.121	14.694	98	0	0	14.694	98	11.163	86	3.5294	85	14.692	85.762	4.9412	85	4.2353	85	9.1765	85	3.4483	87	2.1176	85	5.5652	86.25
432	7.9923	93.84	11.515	99	0	0	11.515	99	10.105	95	0.67416	89	10.777	94.647	2.7907	86	5.5814	86	8.3721	86	1.4118	85	0	0	1.4118	85
433	10.932	90.561	14.082	98	0.63158	95	14.713	97.875	10.465	86	1.2766	94	11.732	86.941	4.7727	88	5.6471	85	10.417	86.4	4.8837	86	2.1429	84	7.0258	85.4
434	9.4325	84.283	11.034	87	0	0	11.034	87	13.012	83	0.78947	76	13.796	82.632	4.9412	85	4.8	75	9.7033	80.385	3.2609	92	0	0	3.2609	92
435	10.765	86.387	13.895	95	0	0	13.895	95	11.86	86	0	0	11.86	86	6.1538	78	5.5263	76	11.678	77.067	4.3373	83	1.6	75	5.9259	81
436	13.003	85.365	15.319	94	0.71429	84	16.026	93.6	14.118	85	1.5789	76	15.68	84.182	5.1852	81	9.3506	77	14.527	78.474	4.4444	81	1.6216	74	6.0568	79.25
437	10.405	86.5	15.506	89	0	0	15.506	89	15.529	85	0.70588	85	16.235	85	5.122	82	2.093	86	7.2115	83.2	2.6966	89	0	0	2.6966	89
438	9.8075	90.237	8.9362	94	0	0	8.9362	94	14.667	90	1.2903	93	15.956	90.25	5.3933	89	5.6471	85	11.034	87	3.3333	90	0	0	3.3333	90
439	10.245	89.311	12.128	94	0	0	12.128	94	12.809	89	0	0	12.809	89	3.4483	87	4.186	86	7.6341	86.455	7.6744	86	0.81081	74	8.4706	85
440	9.0073	86.596	7.5789	95	0	0	7.5789	95	15.366	82	0	0	15.366	82	3.871	93	4.5	80	8.3237	86.5	4.186	86	0.68966	87	4.8756	86.143
441	12.313	84.058	12.903	93	0	0	12.903	93	15.366	82	2.3077	78	17.669	81.5	5.122	82	6.5753	73	11.658	77.2	5.7143	84	1.5584	77	7.2639	82.6
442	7.4595	92.5	6.6	100	0	0	6.6	100	11.209	91	0.63158	95	11.839	91.222	4.0909	88	1.4458	83	5.5331	86.75	5.9341	91	0	0	5.9341	91
443	8.5753	87.46	9.1837	98	0	0	9.1837	98	11.034	87	0.67416	89	11.708	87.118	2.4	75	5.6	75	8	75	5.7143	84	0	0	5.7143	84
444	14.098	79.8	16.047	86	0	0	16.047	86	13.333	81	2.3077	78	15.638	80.571	5	72	12.329	73	17.328	72.714	5.25	80	2.3684	76	7.6142	78.8
445	12.2	87.296	13.548	93	0	0	13.548	93	16.098	82	1.3793	87	17.472	82.417	5.4545	88	6.2791	86	11.732	86.941	5.4545	88	0.70588	85	6.1597	87.667
446	11.04	86.953	12.766	94	0	0	12.766	94	13.412	85	0.73171	82	14.143	84.85	4.2857	84	5.7831	83	10.068	83.429	7.3171	82	0	0	7.3171	82
