# Time-series
# t	r	v	r_1_P	v_1_P	r_1_L	v_1_L	r_1	v_1	...
300	3.7411	90.882	0.58824	102	0	0	0.58824	102	4.375	96	0.65934	91	5.0328	95.375	0	0	5.6471	85	5.6471	85
301	2.2936	87.2	1.875	96	0	0	1.875	96	1.4815	81	0.68182	88	2.16	83.333	1.4118	85	1.4634	82	2.8743	83.5
302	2.0174	89.222	0	0	0	0	0	0	1.1881	101	0.68182	88	1.8621	96.667	2.069	87	2.1429	84	4.2105	85.5
303	2.5414	102.31	0.47619	126	0	0	0.47619	126	2.7027	111	0	0	2.7027	111	1.3043	92	3.2258	93	4.53	92.714
304	2.1299	93.9	0.51724	116	0	0	0.51724	116	1.2245	98	0	0	1.2245	98	1.9355	93	2.7586	87	4.689	89.571
305	5.6055	96.333	2.6087	115	0	0	2.6087	115	6.0606	99	0.67416	89	6.7285	98.091	1.4634	82	6.2069	87	7.6663	86.091
306	2.6495	90.583	0.63158	95	0	0	0.63158	95	1.6981	106	0.66667	90	2.3529	102	1.5584	77	3.4884	86	5.0342	83.429
307	3.0506	91.786	0.50847	118	0	0	0.50847	118	2.5263	95	0	0	2.5263	95	0.65934	91	5.5172	87	6.1753	87.444
308	5.6664	91.769	1.9512	123	0	0	1.9512	123	3.7895	95	2.6667	90	6.4516	93	1.4634	82	7.5	80	8.9627	80.333
309	5.5983	92.885	2.7778	108	1.1111	108	3.8889	108	3.8298	94	1.3483	89	5.1752	92.75	2.8571	84	5.0602	83	7.9171	83.364
310	2.1692	92.2	0	0	0	0	0	0	1.1215	107	0.52174	115	1.6413	109.67	1.4286	84	3.5294	85	4.9578	84.714
311	3.5745	95.118	0	0	0	0	0	0	3.9623	106	0.56604	106	4.5283	106	2.7907	86	3.5294	85	6.3199	85.444
312	3.2258	93	0.96	125	0	0	0.96	125	2.6087	92	0.74074	81	3.3408	89.8	4.0909	88	1.4286	84	5.5172	87
313	2.4297	90.545	0	0	0	0	0	0	3.6	100	0.65934	91	4.2547	98.714	0.59406	101	2.6471	68	3.1475	76.25
314	2.9063	89.462	0	0	0	0	0	0	2.6966	89	0.65934	91	3.3557	89.4	2.5532	94	2.8235	85	5.3631	89.5
315	3.7284	96.556	0.92308	130	0	0	0.92308	130	3.75	96	0	0	3.75	96	1.9355	93	4.7191	89	6.6519	90.2
316	2.9571	87.923	0	0	0	0	0	0	4.7191	89	0	0	4.7191	89	1.3636	88	2.7907	86	4.1538	86.667
317	5.4701	87.75	3.8298	94	0	0	3.8298	94	4	90	0	0	4	90	4.2353	85	4.3902	82	8.6228	83.5
318	4.3924	95.619	1.8898	127	0	0	1.8898	127	5.2174	92	0.64516	93	5.8625	92.111	0.72289	83	5	84	5.7228	83.875
319	4.3431	92.1	2.4242	99	0	0	2.4242	99	2.6667	90	0.55556	108	3.2051	93.6	0.68182	88	6.7416	89	7.4233	88.909
