#File created from auswertNew
# Temporary input file:
# tmp25.dat
# Created from repository file
# /home/vwitme/data/workdata/trafficData/Invent_A5/intermediatedata/A5frankfurt_06_01/daten/F25_1106.dat.gz
# Infrastructure description file:
# /home/vwitme/data/workdata/trafficData/Invent_A5/intermediatedata/A5frankfurt_06_01/daten/A5frankfurt_06_01.dsc
#
# Date: 11.06.2001
# Direction: Frankfurt
# Detector cross section 25
# Position (m)= 489.500000
# Number of main lanes=3
# Number of ramp lanes=2
# The lane indices are ordered from left to right
# NOTICE: The time has been increased by 1 hour 
# since summertime was not taken care of  in the original data!
# Velocity averages: Over veh types and lanes, weighted with flow
# vAvg=arithmetic average; vHarm=harmonic average
#===========================================
#t(min)	Qav(/h)	vAvg(km/h)	vHarm(km/h)	Q1car	v1car	Q1truck	v1truck	Q2car	v2car	Q2truck	v2truck	Q3car	v3car	Q3truck	v3truck
60	360.0	106.9		102.1		120	158	0	0	480	117	0	0	0	0	480	84
61	380.0	103.8		99.1		60	187	0	0	540	114	0	0	120	100	420	80
62	340.0	97.8		94.1		120	141	0	0	240	116	60	87	60	83	540	83
63	260.0	126.8		123.3		120	152	0	0	360	132	0	0	180	126	120	87
64	160.0	108.5		103.8		0	0	0	0	240	131	0	0	0	0	240	86
65	220.0	118.5		112.1		180	143	0	0	180	143	0	0	0	0	300	89
66	360.0	106.6		99.7		120	162	0	0	300	134	0	0	0	0	660	84
67	280.0	112.9		106.2		60	165	0	0	360	136	0	0	60	84	360	86
68	220.0	100.5		97.8		0	0	0	0	240	123	60	88	120	93	240	85
69	400.0	111.1		105.0		240	158	0	0	300	123	120	85	60	100	480	88
70	340.0	130.1		124.8		300	159	0	0	480	130	0	0	60	119	180	86
71	280.0	104.0		98.4		120	149	0	0	60	154	60	88	120	118	480	85
72	320.0	101.6		97.8		60	117	0	0	300	130	240	87	0	0	360	85
73	260.0	120.6		111.4		180	174	0	0	240	131	0	0	0	0	360	87
74	460.0	113.3		108.1		120	143	0	0	600	134	0	0	60	109	600	87
75	180.0	96.8		95.3		0	0	0	0	60	121	120	111	0	0	360	88
76	320.0	130.4		128.3		180	146	0	0	480	137	0	0	240	116	60	89
77	480.0	102.2		98.8		180	130	0	0	480	120	120	90	0	0	660	84
78	580.0	101.6		96.0		300	152	0	0	240	124	60	93	0	0	1140	84
79	160.0	89.2		88.0		0	0	0	0	60	120	0	0	60	90	360	84
80	200.0	102.7		96.8		60	133	0	0	120	143	0	0	60	116	360	82
81	260.0	97.1		94.6		0	0	0	0	240	122	0	0	0	0	540	86
82	200.0	104.5		101.1		60	139	0	0	240	119	0	0	0	0	300	86
83	500.0	109.8		102.7		240	163	0	0	420	129	0	0	0	0	840	85
84	300.0	100.3		96.8		0	0	0	0	300	129	0	0	0	0	600	86
85	120.0	116.7		105.9		120	172	0	0	0	0	0	0	60	83	180	91
86	340.0	103.5		97.6		0	0	0	0	300	146	60	83	0	0	660	86
87	140.0	107.6		104.2		60	139	0	0	60	139	0	0	180	99	120	89
88	180.0	110.8		104.4		120	147	0	0	60	150	0	0	60	118	300	87
89	320.0	105.7		102.5		60	142	0	0	420	121	0	0	120	90	360	87
90	280.0	94.1		92.5		60	132	0	0	60	123	60	92	60	90	600	88
91	240.0	104.8		101.1		60	148	0	0	300	119	0	0	60	90	300	85
92	400.0	119.7		111.5		300	171	0	0	420	118	0	0	60	118	420	85
93	360.0	112.9		106.4		0	0	0	0	540	139	0	0	60	109	480	84
94	220.0	98.2		93.7		60	144	0	0	120	132	0	0	0	0	480	84
95	240.0	95.6		93.2		0	0	0	0	180	124	60	87	0	0	480	86
96	360.0	110.6		106.9		180	138	0	0	480	121	60	87	0	0	360	87
97	360.0	100.7		97.6		60	158	0	0	300	116	0	0	60	118	660	87
98	140.0	100.3		94.9		0	0	0	0	120	141	0	0	60	88	240	83
99	400.0	110.6		105.4		360	145	0	0	180	116	60	96	120	105	480	86
100	260.0	92.9		90.8		60	142	0	0	120	107	60	87	0	0	540	85
101	280.0	102.2		97.6		60	163	0	0	240	124	60	92	0	0	480	85
102	220.0	97.4		95.0		60	129	0	0	180	114	0	0	60	90	360	85
103	300.0	116.1		109.8		180	157	0	0	300	127	0	0	60	119	360	86
104	280.0	115.7		109.7		60	135	0	0	360	141	60	90	60	119	300	86
105	380.0	108.1		99.3		180	188	0	0	180	124	0	0	0	0	780	86
106	300.0	105.3		98.6		60	173	0	0	240	139	0	0	0	0	600	85
107	280.0	97.4		93.6		120	155	0	0	0	0	120	92	0	0	600	87
108	420.0	95.5		92.8		60	156	0	0	240	118	180	91	0	0	780	85
109	220.0	119.4		110.8		120	174	0	0	180	140	0	0	60	105	300	88
110	260.0	85.0		85.0		0	0	0	0	0	0	0	0	0	0	780	85
111	280.0	92.4		90.2		60	113	0	0	180	104	0	0	60	130	540	82
112	280.0	97.6		95.7		0	0	0	0	300	116	0	0	60	98	480	86
113	160.0	124.6		115.2		120	166	0	0	120	145	0	0	60	120	180	85
114	220.0	102.2		97.2		0	0	0	0	240	134	0	0	0	0	420	84
115	300.0	92.6		90.1		60	133	0	0	120	124	0	0	0	0	720	84
116	300.0	93.9		90.4		60	133	0	0	120	137	60	89	0	0	660	83
117	240.0	103.3		98.3		60	173	0	0	180	117	0	0	60	121	420	85
118	140.0	111.6		104.3		60	160	0	0	60	154	0	0	60	119	240	87
